text,Gold Label
"Join Bernie for a Get Out the Early Vote Rally and March to the Polls! This event is free and open to the public. Tickets are not required, but an RSVP is encouraged. After Bernie finishes his remarks he and Make the Road members will lead a march to an early voting polling location at IBEW Local 357.

WHERE:
Desert Pines High School, Cafeteria
3800 E Harris Ave
Las Vegas, NV 89110

WHEN:
Saturday, February 15
Doors at 9:30 AM 
Event at 10:30 AM",no topic
It is not enough to defeat Donald Trump. We must end the corruption of the corporate elite by building a mass movement of people that can make billionaires pay their fair share and transform the country.,economic
"No es suficiente derrotar a Donald Trump. Debemos poner fin a la corrupción de la élite
corporativa mediante la creación de un gran movimiento de personas que pueda hacer que los
multimillonarios paguen su parte justa y transformen el país.",no topic
"Bernie nunca olvido las raíces inmigrante de su familia y él siempre ha luchado por nosotros. Es por eso que necesitamos a Bernie como presidente.

Nuestro Futuro, Nuestra Lucha",no topic
"I believe our economy should work for every American, not just those who can afford to buy elections. As president, I will continue my lifelong fight to guarantee health care as a right to all, raise wages, give equal pay for equal work, and make the wealthy pay their fair share.","health, economic, governance, social programs"
"Bernie Sanders story is OUR story. 

His father came to this country looking for a better life. He couldn’t speak English and had almost no money. Bernie has never forgotten his own family's immigrant roots, and that’s why he has always fought for US. That’s why we need Bernie as president. 

Our future, Our Fight",no topic
"Bernie Sanders’ story is OUR story. Bernie has never forgotten his own family's immigrant roots, and that’s why he has always fought for US. That’s why we need Bernie as president.
 
Our Future, Our Fight.",no topic
"No es suficiente derrotar a Donald Trump. Debemos poner fin a la corrupción de la élite corporativa mediante la creación de un gran movimiento de personas que pueda hacer que los
multimillonarios paguen su parte justa y transformen el país.",no topic
"Bernie nunca olvido las raíces inmigrante de su familia y él siempre ha luchado por nosotros. Es por eso que necesitamos a Bernie como presidente.

Nuestro Futuro, Nuestra Lucha.",no topic
"As President, Bernie Sanders will continue his lifelong fight to guarantee health care as a right to every man, woman and child, raise wages, lower prescription drug costs, and create an economy that works for all, and not just the 1 percent.","health, social programs, economic"
"I am enormously proud of our victory in New Hampshire. But there are a lot of big and expensive states voting very soon, and we need to compete in every one of them. So please, make a contribution to stand with us, and put us in a position to win this election and transform our country.",no topic
"By winning the New Hampshire primary, we have sent a profound message to the political establishment. But here is the truth: what they’ve thrown our way so far so far is NOTHING compared to what’s coming next. They wrote us off for a long time, but now we should expect everything they’ve got. 

Can you make a contribution to help us fight back and continue winning all over this country?",no topic
"Together, we have WON the New Hampshire primary. But now, we must be ready for what comes next. Can you make a donation so that we will be in a position to continue winning – in Nevada, South Carolina, some big and expensive Super Tuesday states, and all over this country?",no topic
"Our victory in New Hampshire means the billionaire class of this country will only intensify their efforts to defeat us, and they are already getting started. It is so important that we have the resources to take them on, which will require lots of people making small donations.

So if you can afford it, please make a contribution to our campaign. The path forward will not be easy, but if we stand together, I know that there is nothing we cannot accomplish.",no topic
"Our victory in New Hampshire is nothing short of the beginning of a political revolution, but it is up to all of us to keep it going. Can you make a contribution to our campaign to help us finish the job, with this primary, defeat Trump, and transform this country?",no topic
"We WON New Hampshire! Our job now is to make this one of our biggest fundraising days yet, and send an unmistakable message to the establishment that we intend to keep winning – next in Nevada, then in this primary, and then against Donald Trump. Can we count on you to make a contribution to stand with us?",no topic
